"Group","Run ID","metric","step","timestamp","value"
"EOPKGTopologyConditioned","","drift_window_macro_f1","206","1780899628785","1"
"EOPKGTopologyConditioned","","drift_window_macro_f1","208","1780899629368","0.9881012206910151"
"EOPKGTopologyConditioned","","drift_window_macro_f1","209","1780899629660","0.9766295712031907"
"EOPKGTopologyConditioned","","drift_window_macro_f1","211","1780899630238","0.9709635461675142"
"EOPKGTopologyConditioned","","drift_window_macro_f1","213","1780899630840","0.9705742836638854"
"EOPKGTopologyConditioned","","drift_window_macro_f1","214","1780899631138","0.9704270252526495"
"EOPKGTopologyConditioned","","drift_window_macro_f1","216","1780899631774","0.9645902940569242"
"EOPKGTopologyConditioned","","drift_window_macro_f1","218","1780899632397","0.954460490619687"
"EOPKGTopologyConditioned","","drift_window_macro_f1","220","1780899633137","0.9535195902541069"
"EOPKGTopologyConditioned","","drift_window_macro_f1","221","1780899633474","0.9536264016013172"
"EOPKGTopologyConditioned","","drift_window_macro_f1","223","1780899634297","0.9535425953731235"
"EOPKGTopologyConditioned","","drift_window_macro_f1","225","1780899634960","0.9539449558071098"
"EOPKGTopologyConditioned","","drift_window_macro_f1","226","1780899635254","0.9604062567271802"
"EOPKGTopologyConditioned","","drift_window_macro_f1","228","1780899635807","0.9597368222153391"
"EOPKGTopologyConditioned","","drift_window_macro_f1","230","1780899636338","0.9607284156156537"
"EOPKGTopologyConditioned","","drift_window_macro_f1","232","1780899636980","0.9606235195909782"
"EOPKGTopologyConditioned","","drift_window_macro_f1","233","1780899637308","0.9606208575153616"
"EOPKGTopologyConditioned","","drift_window_macro_f1","235","1780899637880","0.9604635239681796"
"EOPKGTopologyConditioned","","drift_window_macro_f1","237","1780899638456","0.9663370003255489"
"EOPKGTopologyConditioned","","drift_window_macro_f1","238","1780899638707","0.9663258023415706"
"EOPKGTopologyConditioned","","drift_window_macro_f1","240","1780899639225","0.9679204265333199"
"EOPKGTopologyConditioned","","drift_window_macro_f1","242","1780899639754","0.9681053577961835"
"EOPKGTopologyConditioned","","drift_window_macro_f1","243","1780899640025","0.9684700191383115"
"EOPKGTopologyConditioned","","drift_window_macro_f1","245","1780899640659","0.968527654213029"
"EOPKGTopologyConditioned","","drift_window_macro_f1","247","1780899641308","0.9685000278236943"
"EOPKGTopologyConditioned","","drift_window_macro_f1","249","1780899642002","0.9666479483698195"
"EOPKGTopologyConditioned","","drift_window_macro_f1","250","1780899642362","0.9674058147486186"
"EOPKGTopologyConditioned","","drift_window_macro_f1","252","1780899643172","0.9655223410817964"
"EOPKGTopologyConditioned","","drift_window_macro_f1","254","1780899643978","0.9655112635010313"
