metric,paper_model,mean,std,n,aggregation_scope,run_ids
eval_drift_one_pass_impulse_activation_mean_abs,EOPKG,1.112,0.034,5,last,210a1a668a5649d1b5ff4f4adc5fb93b;b03b8880277a467287a08bb2d2153b28;b739aca822a14a1cbd642cd4ac692d17;e53ccb9930de4f7bb9b8aac4b4105174;e61540633e6547ed8c59bb28154d4917
eval_drift_one_pass_impulse_gnn_oversmoothing_ratio,GATv2,,,0,,
eval_drift_one_pass_impulse_gnn_oversmoothing_ratio,LSTM,,,0,,
eval_drift_one_pass_impulse_gnn_oversmoothing_ratio,EOPKG-WI,0.000,0.000,5,last,090ed1f9329c470dacabe8e87cad00e7;431a79f4e8044d2987d5f97c90a221c6;52976b78cd13459d8aeef2428f0736f8;5f855ce1446645a4a4d52a5b3c12507f;edd97efded1f4ee08e676233e55461b9
eval_drift_one_pass_impulse_gnn_oversmoothing_ratio,EOPKG,0.848,0.034,5,last,210a1a668a5649d1b5ff4f4adc5fb93b;b03b8880277a467287a08bb2d2153b28;b739aca822a14a1cbd642cd4ac692d17;e53ccb9930de4f7bb9b8aac4b4105174;e61540633e6547ed8c59bb28154d4917
eval_drift_one_pass_impulse_to_base_node_ratio,GATv2,,,0,,
eval_drift_one_pass_impulse_to_base_node_ratio,LSTM,,,0,,
eval_drift_one_pass_impulse_to_base_node_ratio,EOPKG-WI,0.000,0.000,5,last,090ed1f9329c470dacabe8e87cad00e7;431a79f4e8044d2987d5f97c90a221c6;52976b78cd13459d8aeef2428f0736f8;5f855ce1446645a4a4d52a5b3c12507f;edd97efded1f4ee08e676233e55461b9
eval_drift_one_pass_impulse_to_base_node_ratio,EOPKG,1.640,0.061,5,last,210a1a668a5649d1b5ff4f4adc5fb93b;b03b8880277a467287a08bb2d2153b28;b739aca822a14a1cbd642cd4ac692d17;e53ccb9930de4f7bb9b8aac4b4105174;e61540633e6547ed8c59bb28154d4917
tracing_events_recorded,GATv2,,,0,,
tracing_events_recorded,LSTM,,,0,,
tracing_events_recorded,EOPKG-WI,40.000,0.000,5,last,090ed1f9329c470dacabe8e87cad00e7;431a79f4e8044d2987d5f97c90a221c6;52976b78cd13459d8aeef2428f0736f8;5f855ce1446645a4a4d52a5b3c12507f;edd97efded1f4ee08e676233e55461b9
tracing_events_recorded,EOPKG,40.000,0.000,5,last,210a1a668a5649d1b5ff4f4adc5fb93b;b03b8880277a467287a08bb2d2153b28;b739aca822a14a1cbd642cd4ac692d17;e53ccb9930de4f7bb9b8aac4b4105174;e61540633e6547ed8c59bb28154d4917
tracing_record_time_ms_per_event,GATv2,,,0,,
tracing_record_time_ms_per_event,LSTM,,,0,,
tracing_record_time_ms_per_event,EOPKG-WI,1122.923,65.631,5,last,090ed1f9329c470dacabe8e87cad00e7;431a79f4e8044d2987d5f97c90a221c6;52976b78cd13459d8aeef2428f0736f8;5f855ce1446645a4a4d52a5b3c12507f;edd97efded1f4ee08e676233e55461b9
tracing_record_time_ms_per_event,EOPKG,1105.797,29.815,5,last,210a1a668a5649d1b5ff4f4adc5fb93b;b03b8880277a467287a08bb2d2153b28;b739aca822a14a1cbd642cd4ac692d17;e53ccb9930de4f7bb9b8aac4b4105174;e61540633e6547ed8c59bb28154d4917
tracing_record_time_ms_total,GATv2,,,0,,
tracing_record_time_ms_total,LSTM,,,0,,
tracing_record_time_ms_total,EOPKG-WI,44916.928,2625.223,5,last,090ed1f9329c470dacabe8e87cad00e7;431a79f4e8044d2987d5f97c90a221c6;52976b78cd13459d8aeef2428f0736f8;5f855ce1446645a4a4d52a5b3c12507f;edd97efded1f4ee08e676233e55461b9
tracing_record_time_ms_total,EOPKG,44231.889,1192.591,5,last,210a1a668a5649d1b5ff4f4adc5fb93b;b03b8880277a467287a08bb2d2153b28;b739aca822a14a1cbd642cd4ac692d17;e53ccb9930de4f7bb9b8aac4b4105174;e61540633e6547ed8c59bb28154d4917
